entry,at,order
"Turn: 2♠, J♣, 5♥ [Q♦]",2021-01-07T04:15:16.962Z,160999291696600
"""GoodCards @ on8x5AfTJK"" checks",2021-01-07T04:15:16.156Z,160999291615700
"""2000 @ IX_jYwdAn0"" checks",2021-01-07T04:15:14.534Z,160999291453500
"Flop:  [2♠, J♣, 5♥]",2021-01-07T04:15:07.164Z,160999290716700
"""GoodCards @ on8x5AfTJK"" checks",2021-01-07T04:15:06.357Z,160999290635800
"""2000 @ IX_jYwdAn0"" calls 200",2021-01-07T04:15:04.443Z,160999290444400
"""CStam @ CPnkzyEFJl"" folds",2021-01-07T04:14:59.520Z,160999289952100
"""GoodCards @ on8x5AfTJK"" posts a big blind of 200",2021-01-07T04:14:52.542Z,160999289254406
"""2000 @ IX_jYwdAn0"" posts a small blind of 100",2021-01-07T04:14:52.542Z,160999289254405
"Player stacks: #1 ""CStam @ CPnkzyEFJl"" (845) | #8 ""2000 @ IX_jYwdAn0"" (4237) | #9 ""GoodCards @ on8x5AfTJK"" (2918)",2021-01-07T04:14:52.542Z,160999289254401
"-- starting hand #136  (Pot Limit Omaha Hi/Lo 8 or Better) (dealer: ""CStam @ CPnkzyEFJl"") --",2021-01-07T04:14:52.542Z,160999289254400
"-- ending hand #135 --",2021-01-07T04:14:46.516Z,160999288652404
"""GoodCards @ on8x5AfTJK"" collected 1450 from pot with low hand with six high (combination: A♥, 3♥, 4♦, 5♠, 6♠)",2021-01-07T04:14:46.516Z,160999288652403
"""GoodCards @ on8x5AfTJK"" shows a 6♠, A♥, 6♥, 9♣.",2021-01-07T04:14:46.516Z,160999288652402
"""2000 @ IX_jYwdAn0"" collected 1450 from pot with hi hand with two pair fours and threes (combination: 10♣, 3♣, 3♥, 4♥, 4♦)",2021-01-07T04:14:46.516Z,160999288652401
"""2000 @ IX_jYwdAn0"" shows a 4♥, J♣, A♣, 3♣.",2021-01-07T04:14:46.516Z,160999288652400
"""2000 @ IX_jYwdAn0"" calls 600",2021-01-07T04:14:45.708Z,160999288570800
"""GoodCards @ on8x5AfTJK"" bets 600",2021-01-07T04:14:29.477Z,160999286947800
"""2000 @ IX_jYwdAn0"" checks",2021-01-07T04:14:26.080Z,160999286608200
"River: 9♦, 10♣, 4♦, 5♠ [3♥]",2021-01-07T04:14:20.827Z,160999286084100
"""2000 @ IX_jYwdAn0"" calls 400",2021-01-07T04:14:20.020Z,160999286002100
